"Code","Country","P_falciparum_Malaria_Incidence_Per_10k.sum","Dengue_Incidence_Per_10k.sum","Cutaneous_Leishmaniasis_Incidence_Per_10k.sum","Pasture_Mosaic_Area_ha_delta","Forest_Pasture_Mosaic_delta","area_mn_pasture_mosaic_delta","Agriculture_Area_ha_delta","Forest_Agriculture_delta","area_mn_agriculture_delta"
1503606,"Brazil",3392.40709470343,415.837972093896,149.95250893708,124871.22,339168,-1.1115868381282,2776.77,12369,-0.63692343604109
1503705,"Brazil",153.569218125314,232.784829981235,89.4438159397356,91880.73,17800,58.4030080715239,382.86,165,0.149333333333333
1503754,"Brazil",7662.67943070693,5.97528344494914,189.810029799984,31456.17,109444,-1.7141919821371,2253.15,1831,1.69747388059701
1503804,"Brazil",22.9396240964329,251.997999264471,97.5878906873057,-345.960000000006,8852,14.1552968637935,1161.27,48,0.14988824428583
1503903,"Brazil",1.17951828935619,309.341811595262,76.0400292320217,-9698.13,-23996,-1.08712138351048,994.23,5161,-0.44735241502683
1504000,"Brazil",2.75751131615486,37.5500793155123,7.49938179241872,16.29,125,-0.05584375,0,0,0
1504059,"Brazil",0.396548812359634,124.048349206203,44.8755079388707,17.5500000000029,6211,-49.0391444383955,358.11,19,1.43791744840525
1504109,"Brazil",10.2805897038268,111.815099032372,22.0790820843582,2239.73999999999,7266,2.15668265456379,8.19,-174,-0.163125
1504208,"Brazil",40.4593088768575,247.940525573398,65.1957826592179,83581.289999999,1138,15.823122714607,3082.14,162,-0.45402993807244
1504307,"Brazil",2.56767954380631,84.6003611479575,1.46592192044014,5544.09,8103,2.34279491891818,1230.93,-186,10.8471262886598
1504406,"Brazil",1.60947055442329,136.840049829195,9.17958652453188,3465.18,4044,0.53127248849775,258.3,-249,2.41022727272727
1504422,"Brazil",0.16777567471101,275.036596548128,1.72234411886742,-275.67,-2393,1.1398726423158,20.16,23,0.23727272727273
1504455,"Brazil",97.156736441626,164.544415523714,916.294282159898,71729.91,234383,-11.9887995580542,676.98,1958,0.82970338983051
1504505,"Brazil",6.68562090928712,0,8.86155459051627,57.4199999999998,1317,-0.23011981261775,10.17,28,2.034
1504604,"Brazil",2.84582206045981,51.6578450018267,76.7722270214635,-1931.76000000003,-6615,-0.91845923711299,3.78,13,-1.92214285714286
1504703,"Brazil",286.96413354018,120.300716814706,29.6497273128303,36308.52,129345,0.6054517416813,18271.89,18190,3.40949421641803
1504802,"Brazil",1.08197263654883,337.013031869912,260.26780983864,-46775.34,-79392,-13.0128839652527,2397.78000000001,2825,0.74428684281837
1504901,"Brazil",67.46879351799,43.6179213092367,10.6138278863989,124.2,717,0.63660107334526,0,0,0
1504950,"Brazil",152.080406870985,85.9065960031916,266.053819292187,-10182.78,57221,-11.4405732535815,17128.08,759,23.8990802094661
1504976,"Brazil",22.3687511408268,354.597774877446,58.171874939176,707.039999999994,2679,3.53634011500799,349.38,82,-0.031326614561909
1505007,"Brazil",0,106.54295088252,22.8107796681725,4384.8,-804,9.9394097249916,6.84,-40,-0.14701863354038
1505031,"Brazil",2153.85832674575,1043.61939999869,317.509649790463,227728.530000001,375567,-3.9743046660431,11844.36,7582,1.89494525747636
1505064,"Brazil",179.950151006036,268.770801510614,219.708035123157,244454.130000001,112497,38.6685027798289,4599.9,3899,0.57434010152284
1505106,"Brazil",86.6578577018161,40.2760990546607,194.965149143703,3652.02,30308,0.2712478334075,718.559999999999,2150,0.35886133603239
1505205,"Brazil",583.210533889489,5.18694912642968,83.7181753166901,3547.44,26184,-0.87097302303848,21.9600000000002,214,0.58961344537815
1505304,"Brazil",327.218770625945,468.730766913891,190.889359544407,-5384.3400000001,10402,-1.76861226973692,1285.73999999999,3444,0.83786809815951
1505403,"Brazil",0.615209276101339,100.541798231817,23.3360791422727,2536.74,-1494,1.6152387411828,176.22,289,2.46535714285714
1505437,"Brazil",41.1493705562315,665.879192658705,161.545149364839,9653.12999999902,79786,-5.9447845313402,150.119999999999,852,0.00372670807453002
1505486,"Brazil",1708.15111865451,720.032327814536,221.976368569586,214252.47,325779,19.1013784071764,3006.90000000001,407,-2.23850689057338
1505494,"Brazil",6.75672983638827,350.926757024963,39.5369777411395,1952.0100000001,-11989,-29.257901952086,1113.84,11,0.56364893617021
1505502,"Brazil",185.471119321915,114.539139435698,161.823429508268,-154158.119999998,123237,-25.5293398235745,132481.35,-25808,10.1304259322773
1505536,"Brazil",4.94300980266083,857.48645950901,111.169067596852,-6568.74,38250,-11.9567084421249,51.8399999999999,275,1.40108108108108
1505551,"Brazil",0,663.510306646144,42.214940250337,-3975.66,-7525,-2.0638455745971,139.95,8,-0.17801846590909
1505601,"Brazil",0,90.0226059510599,3.52394068756214,5175.54,3235,11.1208162610078,-346.949999999999,-62,-5.46683738796415
1505635,"Brazil",0.801287590600489,148.153240988237,41.183461325232,-5232.51000000001,9910,-76.979231963374,2782.53,3,0.71151431829701
1505650,"Brazil",35.6002258349972,227.262518383101,251.554641233814,84848.76,175849,2.7433713197397,4264.29,1819,-0.41332556982407
1505700,"Brazil",417.321196370884,118.943329065533,0,10.26,151,0.126489130434785,10.08,0,0.873
1505809,"Brazil",281.219146444117,142.864871420365,306.343906058259,112754.61,302747,3.49050253813355,791.37,165,-0.12543337097685
1505908,"Brazil",126.395755342093,13.9817000221638,64.6833734693046,-4089.4200000001,45122,0.9958359706052,745.47,2022,0.902519172254276
1506005,"Brazil",28.0471305539028,238.188101305093,207.256037174119,7174.53,79449,-2.97207894134075,3847.5,5311,1.36656524575903
1506104,"Brazil",0,287.935515146203,21.1561232005389,2363.13000000001,7012,4.04762561297985,-52.47,34,-5.72
1506112,"Brazil",2.1273498351721,233.171067233003,2.50163777606,287.19000000001,3164,-0.0938582371474199,42.0300000000001,65,2.36484162895927
1506138,"Brazil",1.79450810187647,327.504449893546,49.7319608898587,-29260.53,59819,-45.9780712493868,6570.27000000002,364,6.44754807692308
1506161,"Brazil",1.59551057003511,821.455696102341,134.207224372532,-3144.23999999999,11597,-10.108117329658,2443.32,56,-0.26713834951456
1506187,"Brazil",23.7679055842503,420.043151726362,238.83156000701,-14454.54,133088,-67.8247104405697,42395.76,8652,11.2368899657925
1506195,"Brazil",5.30632421455932,692.76862992438,191.847604831072,58334.31,148152,1.309338111588,1548.9,2444,-0.69477935774676
1506203,"Brazil",0,434.867179553834,11.2665332254108,-280.35000000001,-490,-1.018671557254,44.8199999999999,-10,1.73732142857143
1506302,"Brazil",1.80014054235675,142.00582934019,7.11375812752783,-10.53,33,0.5998692214112,349.02,192,9.18473684210526
1506351,"Brazil",2.24441577088136,221.491595285054,1.38007828550195,3203.63999999999,8907,6.35236561686005,-234.359999999999,-1815,-0.207
1506401,"Brazil",1120.14609333464,0,0,-4.86,-24,-0.6075,2.60999999999999,0,2.61
1506500,"Brazil",4.21926798185575,141.375536608745,4.67926111586227,6615.72,8350,7.0021757257262,-27.27,-634,-1.39741860465116
1506559,"Brazil",0.52711097091567,211.521266422037,36.3475914606337,-9578.52,10595,-5.7391624611802,304.02,635,3.37897058823529
1506583,"Brazil",30.2833397706528,631.205134108955,77.2895920765853,22641.39,118344,-13.6671940518364,37854.99,1971,11.5018414517254
1506609,"Brazil",1.43815696552742,80.293920552698,45.4300635637717,5065.38,-10240,27.6502688074155,-10.53,-13,-2.081
1506708,"Brazil",45.6399448614933,198.853458846692,75.0425425950429,-11510.910000001,68150,-38.1297974650397,76234.05,7337,21.0331501631016
1506807,"Brazil",5.9590900146755,165.644484434472,79.5265398615363,-29314.8,-48601,-1.60879308818739,44233.8299999999,45460,2.68939638433799
1506906,"Brazil",0,914.517148150892,21.1988253380108,2158.11000000002,3980,5.65715020222765,-308.789999999999,-21,-0.77089090909091
1507003,"Brazil",0.472849448258867,72.4986853686386,9.06382154959117,3432.78,-360,7.0582762044305,379.89,-650,2.05731003657049
1507102,"Brazil",2.08182413978974,58.9291005093562,12.3960901714598,2860.20000000002,4297,4.78142367066895,133.47,88,5.02826086956522
1507151,"Brazil",5.04054931067402,540.158046394591,124.420884437159,980.279999999999,-12520,-100.584137654901,1801.98,18,0.97516666666667
1507201,"Brazil",5.24469331792926,56.8429756311847,19.0639062267314,23500.53,22400,9.3653786748368,1505.7,72,0.94694913211186
1507300,"Brazil",78.7802142071699,501.754693197412,80.2181886317262,597138.93,804333,-2.3013729100824,11691.18,3131,4.42293321084061
1507409,"Brazil",1.42183403251902,152.702592514029,30.839908951371,5259.96,-6655,23.8935402684563,-18.81,-234,-0.511395575797
1507458,"Brazil",1.9044460506095,905.612407957091,113.407295874103,-8351.37,12004,-41.604443071261,3757.95000000001,19,0.319452352509393
1507466,"Brazil",0,250.94139321127,17.1836591116294,2792.33999999999,4597,7.3571936758893,65.07,22,4.7625
1507474,"Brazil",1.24139204274303,124.199035842395,8.1036047835986,2255.58,4489,1.10457086121453,-73.17,174,-1.98709090909091
1507508,"Brazil",105.747945580056,1166.57137960429,162.558520868606,11317.4999999999,-6434,-1.08463723092001,2153.16,59,1.50380698351115
1507607,"Brazil",0.189912729515119,58.0574735412468,13.2423501202201,12507.03,854,11.2788453008555,42.93,-208,0.64113636363636
1507706,"Brazil",134.51907172803,18.4477772957854,19.99330037118,42.75,496,-0.0829687499999999,0,0,0
1507755,"Brazil",0,510.516237772854,32.3017360183943,-5904.99,6716,-86.321232362822,2349,10,1.36052499821186
1507805,"Brazil",494.739993080489,1363.39047734658,251.441986270503,79429.41,221483,3.5085088106906,6.48,99,1.296
1507904,"Brazil",1.50320524925027,501.937545958333,0.935615249547768,-110.699999999998,-149,-0.69808356200761,33.93,53,2.42357142857143
1507953,"Brazil",22.5888464753312,228.716142952403,401.958284682308,18872.82,44776,-16.0624541812994,19545.48,2933,0.96759697525437
1507961,"Brazil",0,138.503517109011,36.7181088652364,2067.39000000001,16,8.665396000177,45.09,22,1.57615384615385
1507979,"Brazil",1.27815153586881,24.0929234742637,59.6539351890835,-1631.34,-967,0.5056108768934,1560.87,1998,1.16569799486838
1508001,"Brazil",6.12343142782666,99.0524504138549,289.048050044937,-8069.48999999999,51202,-15.3706557108139,21770.46,17452,3.94916694966784
1508035,"Brazil",0.787735666394159,122.20162548132,23.0608412865498,-4415.94,-2450,-2.64637110696065,423.36,222,1.79704461868003
1508050,"Brazil",157.485824311401,157.674879122265,300.081489072314,66390.03,175951,9.9182754108736,1471.95,8465,0.64791223404255
1508084,"Brazil",5.91233908485694,497.15635975313,174.368990134183,-5075.91,26904,-67.370012686994,637.380000000001,496,0.92293692905202
1508100,"Brazil",159.055075598772,297.175505058436,91.8338673006232,10518.4800000001,21455,4.3807660524651,149.04,596,-3.78328394515701
1508126,"Brazil",19.0419436341333,262.808368379488,332.76300875816,-44818.11,15918,-18.6184653303128,36764.28,13246,4.37477822571343
1508159,"Brazil",9.16550355226995,236.16911374199,575.162419676653,64677.06,220895,-4.9481289173795,4158.08999999999,5574,-0.61329935129222
1508209,"Brazil",1.32319950311167,91.3707861176653,4.86394474259345,2104.92,1671,2.71231206423695,205.74,33,-1.54161290322581
1508308,"Brazil",15.5211069193642,76.8115029800137,80.0858932240942,-1312.74000000002,15269,-0.3543089463921,207.27,413,1.32713096695226
1508357,"Brazil",171.738505660144,1364.04940728119,274.710561286181,-17630.55,1727,-22.4161589133398,129.69,529,0.616219367922936
1508407,"Brazil",1.35285487388377,869.38901134555,61.4313399819546,-17395.47,11173,-71.924891952288,3593.15999999999,62,-1.93570558874688
1600055,"Brazil",2107.14168246458,1801.13565865026,1814.35272888831,-592.56,-2628,-1.57979286300246,154.53,1956,1.86180722891566
1600105,"Brazil",55.7559869946936,11.7570422099927,121.119805241391,75.6,664,-1.21655172413793,99.27,264,0.73759615384615
1600154,"Brazil",3571.21833797376,555.131611459074,943.27704133087,-1888.92,-5912,-1.76467532436739,262.98,3092,1.24708897485493
1600204,"Brazil",4045.51313738513,1172.14375153278,979.678596284957,-8901.09,-40230,-1.6775306401425,332.819999999999,33,0.19389830508475
1600212,"Brazil",322.162360956483,3.04094543589866,9.59792072252161,62.9099999999999,265,1.04884615384615,1.35,0,0.45
1600238,"Brazil",1912.65133453233,974.835877043362,59.976557744471,-2356.65,-9136,-0.85598088826308,593.820000000001,204,2.80269976198572
1600253,"Brazil",51.0942592804353,14.5239965650144,0,-16.2,556,-0.0708400809716601,3013.56,38,20.4433319021039
1600279,"Brazil",298.674619605521,392.066211173801,1227.268611937,453.51000000002,8279,0.09340116478573,134.73,684,1.82067567567568
1600303,"Brazil",36.1823859464412,382.921335791183,76.0789693147194,89.2799999999991,3187,-0.45311739624319,8805.32999999997,33,14.5417830882353
1600402,"Brazil",2576.39045925045,303.087469126094,64.5066474475931,314.55,28722,-0.50912304261288,200.7,187,2.20549450549451
1600501,"Brazil",2883.0401204763,3071.23891331139,965.02994274693,-3504.15,-20824,-1.68872912592147,97.1099999999999,633,2.42775
1600535,"Brazil",2973.48626887113,549.049993088652,545.315967676228,-1679.12999999997,5519,-1.59251482585021,48.0599999999999,624,0.39
1600550,"Brazil",144.932537951185,0,2.05303926296696,-100.53,-1036,-0.51221153846154,20.43,403,0.2655
1600600,"Brazil",223.43433694786,227.186191323984,0.113595390325789,75.599999999999,1091,-0.615179616698855,597.6,34,2.84611764705882
1600709,"Brazil",655.243530510987,125.829727899398,321.55951533385,-1422.63,-4403,-2.90128709101984,5998.23,672,35.3008990384615
1600808,"Brazil",28.7649956689251,3.90710587644046,127.348204795774,-1412.37,-13,-0.57950570152112,23.67,129,1.69071428571429
1700251,"Brazil",0,2053.1956261774,636.241304820848,12111.5699999999,11317,-1.05526484839384,8042.49,748,12.2289545454546
1700301,"Brazil",0,815.035680435182,56.6785158912094,-570.419999999989,2052,-1.85422718703419,195.570000000001,141,-0.24215384615385
1700350,"Brazil",0,129.324006754841,14.9887403550456,-4087.1700000001,2910,-5.2588671252896,7270.83000000001,456,15.8251228818314
1700400,"Brazil",0,488.648708463977,91.4930923905086,5053.0499999999,6413,-0.33923092084144,6620.58000000001,1498,9.72237964562533
1700707,"Brazil",0,249.162886457138,35.4651824018228,-23291.5500000001,-1281,-25.0786584517856,24738.8400000001,2381,29.6745477069125
1701002,"Brazil",0.83703516237005,509.783339214551,106.528151766515,-6333.0299999999,13727,-37.4592007186504,1570.05000000001,449,0.28653528158853
1701051,"Brazil",0,386.388530601687,84.2531090068391,-1366.92,-2406,-6.12393244352829,171.45,-16,0.86185714285714
1701101,"Brazil",0,1128.87584894003,224.051657589392,-9829.71,2715,-3.48494846509251,25180.02,2403,58.2868728222997
1701309,"Brazil",1.47871948691333,342.73408133025,16.2908013324969,-3181.59,14000,-11.366467079893,494.1,7,0.61952054794521
1701903,"Brazil",1.81955053534031,352.099488034939,251.97850606564,-2143.5299999998,14214,-5.86020086275277,19862.1,2562,12.1982714893617
1702000,"Brazil",0,3055.8416284156,100.156951666471,10279.53,26063,-10.2332353711123,18676.71,994,4.75028855403912
1702109,"Brazil",0.0967365855945794,1222.69461984929,56.1972475187693,-21455.91,33471,-25.8103202638707,8762.04,1260,2.44339034220418
1702158,"Brazil",0,714.242629953998,60.9769330499204,-3509.46000000001,16508,-20.845823578595,734.31,7,0.49142857142857
1702208,"Brazil",0.896952176037502,200.183589598305,21.4117608564922,16950.96,-6421,3.1867294621868,2376.63,215,0.16565058755855
1702307,"Brazil",0,764.275912136075,48.9751875204652,-10649.16,33542,-140.250732215153,1963.8,29,0.22057797738509
1702406,"Brazil",0,1413.94995012263,14.7896148550935,16093.08,7032,0.190292641671201,670.859999999999,73,0.36107208967503
1702554,"Brazil",0.95190633241689,1054.31050148836,50.2878051030932,2129.13,236,1.3879896516641,180.18,13,0.20804347826087
1702703,"Brazil",2.91391273345583,330.939853143078,225.347555639881,1539.9,416,1.8854036534682,392.85,13,0.321939785877841
1702901,"Brazil",0,72.5663630167106,28.8077030266716,477.810000000001,2977,-2.8281860319611,31.14,5,-0.0578571428571399
1703008,"Brazil",0,267.212580411691,9.27390015955294,-7406.0999999999,-974,-3.43191613434903,1339.92000000001,232,0.49722593798061
1703057,"Brazil",0,184.195726844106,17.736815936166,-6681.69,27448,-23.5025875029681,1501.02,125,-6.639625
1703073,"Brazil",0,298.336169966659,21.1033993357226,5270.13,2122,-0.09282199888814,7159.32000000001,1541,3.7208787489788
1703107,"Brazil",0,478.104341521106,58.6169250623159,4353.21,2283,2.7432658342346,-210.960000000001,119,-3.30410332056996
1703206,"Brazil",0,272.980303976055,16.7005236092881,-6496.82999999999,24263,-131.410861338889,1097.64,19,0.9088838453982
1703305,"Brazil",0,219.426635909554,68.1850030538547,5474.07,3255,0.45313803749105,7065.81,1553,4.1875187969925
1703602,"Brazil",0,495.073932924505,137.137743598216,3704.4,1447,-5.4183793020753,-927.99,-71,-7.78232955094158
1703701,"Brazil",0,721.787519585615,75.1461550086116,-24086.7899999999,703,-7.41608174984425,18560.0700000001,1609,31.7133452296363
1703800,"Brazil",0,266.647000793231,20.2310060468654,3282.21,-4679,6.6979422962078,864.810000000001,17,0.76942268041237
1703826,"Brazil",0,1359.6664718433,142.665569126731,597.42000000001,3492,0.107957062995361,82.7099999999999,83,1.58785714285714
1703842,"Brazil",0,953.657599942826,13.1037007876639,5458.50000000001,8867,0.33060857174613,27342.9899999999,2159,15.8477943368112
1703867,"Brazil",0,338.217810335133,2.24854241544599,-12867.2099999999,230,-24.2224313932236,17045.1,1476,15.3386853143733
1703883,"Brazil",0,178.626528044425,16.8661863964246,-1500.3,3719,-53.826524064171,327.42,1,0.3093783068783
1703891,"Brazil",2.75837898180119,221.081534930917,26.5026491229611,2582.28,-3895,11.888872562116,404.1,1,1.10977941176471
1703909,"Brazil",34.2693135627558,74.7528950011669,250.350778531985,-26335.7999999999,905,-24.7995373825866,42287.04,8749,70.7845688343134
1704105,"Brazil",0,337.656120501116,213.431099499114,5902.10999999999,3012,0.75110870833248,2909.52000000001,326,5.3565240641711
1704600,"Brazil",0,320.955497984902,73.7569501376734,1887.03,3010,-0.8268078619059,486.09,105,1.77009720176731
1705102,"Brazil",0,263.293837556089,20.0935453588179,4661.28,3428,0.16566735004701,8208.63,962,11.2898573327426
1705508,"Brazil",0,581.639920705253,23.0537235663655,-2557.17,5467,-7.82265686910819,225.18,64,-0.29191868852459
1705557,"Brazil",0,579.385150718931,72.084686454284,692.369999999999,203,5.9399928775619,107.37,0,0.05423076923077
1705607,"Brazil",0,352.825674925755,4.85876276776687,2718.9900000002,269,-0.18817721817634,143.37,11,0.53913256955811
1706001,"Brazil",0,298.963588581773,148.872516370574,-7497.72000000001,10966,-6.69537571320364,5780.52,1249,-1.0653839522546
1706100,"Brazil",0,428.187843630962,101.455406232383,10491.7500000002,7083,-1.13959910625056,10165.05,495,9.59034984786261
1706258,"Brazil",0,733.064428113868,32.9428060502782,-2795.22,1786,-9.5324682816565,4370.04,174,17.3723594805195
1706506,"Brazil",0,230.293278717025,87.370436889139,-1480.95,29,-1.83214647731534,7269.48,1709,9.763445293943
1707009,"Brazil",0,1130.18392423405,87.5299550180521,6532.47,8568,-0.33011493856534,4712.67000000001,778,-12.0439865195171
1707108,"Brazil",0,1052.11520932718,112.104849863672,1644.92999999991,9119,-4.1024547649321,10590.75,623,7.58997670807453
1707207,"Brazil",0,321.032082558206,107.951842331013,22161.69,26570,1.53890108962366,5773.40999999999,821,6.78745714285714
1707306,"Brazil",0,1564.11212844528,37.7281415577156,18384.84,8325,1.2562241670387,11377.62,878,10.3349594025146
1707405,"Brazil",2.51640362740966,94.5624826660308,34.0861600614404,-2256.3,392,-21.6731587057957,544.860000000001,10,0.88695086705202
1707553,"Brazil",0,638.00410541258,195.718299250795,661.41,667,-3.3985578703645,1659.24,136,16.1059925788497
1707652,"Brazil",0,456.128229223522,16.3081463793819,-15772.2300000001,2002,-16.1898605507643,24632.4600000001,1938,17.9337854251012
1707702,"Brazil",0,87.3574737477671,25.9117265223728,6788.7900000001,4602,1.10200146206227,879.839999999999,31,-0.23918069228327
1708205,"Brazil",0,1512.66406865364,24.9821823996502,12588.390000001,18732,1.1856567452181,15582.2400000001,466,9.1897040450603
1708254,"Brazil",0,393.489734751819,113.813104707564,-2910.24,-1227,-2.4381441353776,3873.78,287,-0.776142272860099
1708304,"Brazil",0,311.452988482157,70.6752904492917,943.739999999802,12664,-1.3768506843085,6501.51,639,15.7533210332103
1709005,"Brazil",0,202.387827190689,38.7839742319556,11463.12,8853,0.16929410238022,22568.4,1652,23.8687146178039
1709302,"Brazil",0,447.129194761046,83.6643474602207,-6852.42,3276,-2.9380324505664,7465.59,1577,-3.7375605648551
1709500,"Brazil",0.154047451810483,575.253849880389,16.8743171541116,-6327.3600000001,2839,-9.5832255281078,13825.62,1734,12.0783251724319
1709807,"Brazil",0,349.378989231766,53.6325524766963,3042.63,2032,0.92493930735162,4623.12,49,6.4452822580645
1710508,"Brazil",0,652.951578634242,191.824574730485,13843.6199999999,6153,-0.0812905130642605,7099.2,1099,-3.9161032164242
1710706,"Brazil",1.6615138019671,377.81916772366,5.41696913759051,161.189999999999,1947,-0.271887656864999,227.97,140,0.88401724137931
1710904,"Brazil",0,339.115397025218,38.4947023571993,5307.12,2129,0.6882531740044,9205.74,1926,-9.6920691699605
1711100,"Brazil",0,544.863904387145,121.627190620107,-4115.06999999999,21214,-34.1124751586195,289.26,8,0.84981818181818
1711506,"Brazil",0,961.061548179144,92.1352627741495,8436.24000000009,5903,1.0280427501967,2340.09000000001,182,4.58579766536965
1711803,"Brazil",0,242.4817802712,40.7748293413434,-2319.39,9474,-6.9932450335377,148.68,19,1.43900497512437
1711902,"Brazil",0,846.57781669677,79.5696943357027,-1570.23,18516,0.12764839546373,40321.8900000001,3892,38.356959043674
1711951,"Brazil",0,153.67970602201,17.1438738439274,3035.07,2550,0.39544272551665,2899.35,368,21.4458834586466
1712009,"Brazil",0,759.068949662262,119.051926062667,-447.75000000001,346,0.10233211131839,-6.21,-5,-0.152521008403361
1712157,"Brazil",0,1583.88355375632,261.858090437099,1185.66,503,2.376325733754,204.3,0,-1.01631496188902
1712405,"Brazil",0,173.213595972679,33.9739128951742,2188.08,3470,-0.10778623265858,3786.93,513,7.4048592267274
1712454,"Brazil",0,313.158831642843,136.208009967978,-826.200000000011,1134,-2.6849221124199,112.68,121,2.96526315789474
1712504,"Brazil",0,706.661531222831,248.186788994238,-9441.81,9995,-27.0734969377789,21548.6100000001,2822,17.7544697175817
1712702,"Brazil",0,118.266468883271,30.81529592161,309.24,219,0.30619070557664,42611.31,96,175.840485780347
1712801,"Brazil",3.05261267732088,504.685921817714,81.815106945779,1149.39000000007,1539,1.52098654952505,71.9100000000002,56,0.10304347826087
1713205,"Brazil",0,850.116894136213,44.8136841098322,6304.59000000001,7076,-0.847035421638399,12590.19,1747,4.86777578982799
1713304,"Brazil",0,688.842123373638,36.4933663271164,-2620.35,1277,-3.5573113110272,9185.04,1515,3.30120175001385
1713601,"Brazil",0,347.909277121061,263.087106693398,-11606.4000000002,7173,-1.98436522474136,34791.21,3860,30.7451926270063
1713700,"Brazil",0,253.56901325176,114.917359312557,6174.35999999999,8694,0.312329221106699,2864.16,625,2.47052284994906
1713809,"Brazil",0,139.632974543289,18.3179868748906,-1501.47,3028,-2.57175147916588,1281.69,452,0.93583177570093
1713957,"Brazil",0,780.264395268321,26.1591637597813,-7551.99,17121,-96.7860852252715,2226.42,26,3.39400127410668
1714203,"Brazil",1.40836669229342,776.660182446118,23.4354841451903,22221.8100000003,9341,1.976151165913,2772.18,809,4.06627451481756
1714302,"Brazil",0,434.193582561792,48.4515173669081,-2005.02,-1812,-3.53343192365109,46.8900000000001,32,0.60702127659574
1714880,"Brazil",0,281.530523627379,28.6889447792317,-2244.14999999999,9592,-6.1045769078941,1203.48,295,-0.17200374268418
1715002,"Brazil",0,254.245496625196,59.6929619967001,-4000.77,1258,-8.73113407569705,6730.02,518,14.7659755715628
1715101,"Brazil",0,1690.49978991757,78.3487880687532,4703.84999999999,2953,0.08090412426106,7909.01999999999,758,17.0329967948718
1715150,"Brazil",0,553.817098614537,123.162473649124,870.57,63,4.2589872666921,-180.269999999999,0,-2.11869704749679
1715259,"Brazil",0,279.137015380723,151.339660428019,1543.59,2504,1.35688978186533,856.8,9,13.8456496062992
1715507,"Brazil",0,2607.60919075349,156.081318210727,-992.609999999999,91,-4.6378764213423,1986.03,437,16.9379497518611
1715705,"Brazil",0,25.1405522271461,3.98300115197679,7275.51,3078,-0.10288335182254,7346.78999999999,838,-6.867023376459
1715754,"Brazil",0,1197.07186396539,85.5184681294089,-3288.8699999999,4016,-1.27538397301007,3337.02000000001,852,7.40355020988052
1716109,"Brazil",0,1208.02327413065,38.8202533438398,-721.080000000002,3864,-3.1964023342853,1780.56,262,1.02981543624161
1716208,"Brazil",0,827.510716816918,11.82978792351,26136.9,5029,0.527071536412261,158.04,14,1.00504854368932
1716307,"Brazil",0,836.466900067787,39.8926451376691,-6771.60000000011,22499,-18.279626660389,534.33,179,0.51687851662404
1716505,"Brazil",0,473.011061065467,84.5343071724635,10745.64,6424,0.91477198396317,817.200000000099,1874,-77.1125508752411
1716604,"Brazil",0,648.98444648624,16.3252274689599,-2917.53,8166,-11.7059395417294,55056.0599999998,3711,12.8374024233503
1716653,"Brazil",0,294.4436156768,14.4168855796586,-7060.41,19937,-33.7647009166514,1343.52,57,1.99846820809249
1716703,"Brazil",0,225.664680212797,34.3368360218774,-3314.43,3179,-6.1739209185386,166.95,14,0.61447802197802
1717008,"Brazil",0,500.293973551967,147.853171530628,8364.69,8719,0.85337875295279,1816.74,216,6.36111066965253
1717206,"Brazil",0,111.087220172271,68.7330629104444,-14649.84,16786,-68.2189122766307,8718.93,624,4.55831747425715
1717503,"Brazil",10.6416349446253,1310.25937100845,134.575518832003,16499.79,17958,-1.8832595655839,29820.96,1941,9.7005217725656
1717800,"Brazil",0,534.923136730107,49.8785593928335,9411.3,3728,1.82179132866451,566.36999999998,89,-11.8217429149798
1717909,"Brazil",0,604.897354414988,317.69124863291,10835.82,16628,0.72869127240671,-66.4199999999998,581,0.14346034894896
1718006,"Brazil",0,309.913526867766,111.319758593712,1237.41,4060,0.1065144873144,1657.62,667,3.87410628019319
1718204,"Brazil",0,894.554323286938,53.2863807374946,-39954.42,3698,-3.9517648815403,54324.6300000002,5143,19.9416151243572
1718303,"Brazil",0,337.973948371554,9.6970450758207,5789.79,4602,20.5172196634933,34.2899999999999,28,0.255
1718402,"Brazil",0,382.928663018279,80.1058723678666,1377.27,2960,-0.350709845998303,-2909.97,-462,-15.1315091398985
1718451,"Brazil",0,653.704920874214,42.2036439946177,-3147.84,-218,-11.1971027173756,4428.54000000001,452,20.0237137681159
1718501,"Brazil",0,220.699138814954,244.462436042415,5286.86999999999,6084,0.1793776515985,122.399999999999,122,-1.06375939849624
1718550,"Brazil",0,802.207436916895,142.940408170267,978.209999999999,1259,-11.7091866544669,279.27,-9,-0.33197431144068
1718659,"Brazil",0,269.27319990547,119.345704471733,54.81,227,-0.49449664776488,400.41,6,477.301764705882
1718709,"Brazil",0,610.551861337506,82.1082251298484,642.419999999998,2004,-0.242166344963399,4775.03999999999,360,-5.4576015457278
1718758,"Brazil",0,89.9516720575989,43.854401329913,13877.73,10649,0.5834946674434,4906.62000000001,748,5.74341812227074
1718808,"Brazil",0,2252.89086699863,58.9210928031719,635.580000000001,-1171,-1.26365793398174,383.04,14,0.49051306240929
1718840,"Brazil",0,742.762865702318,230.71258070373,12551.49,7740,1.4074817120935,1002.24,216,-12.5951243959191
1718865,"Brazil",0,198.997407644373,48.1883982876212,-16518.78,24001,-123.188782676604,8108.01,452,7.3394190368455
1718881,"Brazil",0,1071.19381503974,283.365809106121,7697.34,5107,0.81001955866262,5112,1460,11.0217613097122
